294,Lapu-Lapu,75,2006-02-15 09:45:25.000000
295,Laredo,103,2006-02-15 09:45:25.000000
296,Lausanne,91,2006-02-15 09:45:25.000000
297,Le Mans,34,2006-02-15 09:45:25.000000
298,Lengshuijiang,23,2006-02-15 09:45:25.000000
299,Leshan,23,2006-02-15 09:45:25.000000
300,Lethbridge,20,2006-02-15 09:45:25.000000
301,Lhokseumawe,45,2006-02-15 09:45:25.000000
302,Liaocheng,23,2006-02-15 09:45:25.000000
303,Liepaja,54,2006-02-15 09:45:25.000000
304,Lilongwe,58,2006-02-15 09:45:25.000000
305,Lima,74,2006-02-15 09:45:25.000000
306,Lincoln,103,2006-02-15 09:45:25.000000
307,Linz,9,2006-02-15 09:45:25.000000
308,Lipetsk,80,2006-02-15 09:45:25.000000
309,Livorno,49,2006-02-15 09:45:25.000000
310,Ljubertsy,80,2006-02-15 09:45:25.000000
311,Loja,28,2006-02-15 09:45:25.000000
312,London,102,2006-02-15 09:45:25.000000
313,London,20,2006-02-15 09:45:25.000000
314,Lublin,76,2006-02-15 09:45:25.000000
315,Lubumbashi,25,2006-02-15 09:45:25.000000
316,Lungtan,92,2006-02-15 09:45:25.000000
317,Luzinia,15,2006-02-15 09:45:25.000000
318,Madiun,45,2006-02-15 09:45:25.000000
319,Mahajanga,57,2006-02-15 09:45:25.000000
320,Maikop,80,2006-02-15 09:45:25.000000
321,Malm,90,2006-02-15 09:45:25.000000
322,Manchester,103,2006-02-15 09:45:25.000000
323,Mandaluyong,75,2006-02-15 09:45:25.000000
324,Mandi Bahauddin,72,2006-02-15 09:45:25.000000
325,Mannheim,38,2006-02-15 09:45:25.000000
326,Maracabo,104,2006-02-15 09:45:25.000000
327,Mardan,72,2006-02-15 09:45:25.000000
328,Maring,15,2006-02-15 09:45:25.000000
329,Masqat,71,2006-02-15 09:45:25.000000
330,Matamoros,60,2006-02-15 09:45:25.000000
331,Matsue,50,2006-02-15 09:45:25.000000
332,Meixian,23,2006-02-15 09:45:25.000000
333,Memphis,103,2006-02-15 09:45:25.000000
334,Merlo,6,2006-02-15 09:45:25.000000
335,Mexicali,60,2006-02-15 09:45:25.000000
336,Miraj,44,2006-02-15 09:45:25.000000
337,Mit Ghamr,29,2006-02-15 09:45:25.000000
338,Miyakonojo,50,2006-02-15 09:45:25.000000
339,Mogiljov,13,2006-02-15 09:45:25.000000
340,Molodetno,13,2006-02-15 09:45:25.000000
341,Monclova,60,2006-02-15 09:45:25.000000
342,Monywa,64,2006-02-15 09:45:25.000000
343,Moscow,80,2006-02-15 09:45:25.000000
344,Mosul,47,2006-02-15 09:45:25.000000
345,Mukateve,100,2006-02-15 09:45:25.000000
346,Munger (Monghyr),44,2006-02-15 09:45:25.000000
347,Mwanza,93,2006-02-15 09:45:25.000000
348,Mwene-Ditu,25,2006-02-15 09:45:25.000000
349,Myingyan,64,2006-02-15 09:45:25.000000
350,Mysore,44,2006-02-15 09:45:25.000000
351,Naala-Porto,63,2006-02-15 09:45:25.000000
352,Nabereznyje Telny,80,2006-02-15 09:45:25.000000
353,Nador,62,2006-02-15 09:45:25.000000
354,Nagaon,44,2006-02-15 09:45:25.000000
355,Nagareyama,50,2006-02-15 09:45:25.000000
356,Najafabad,46,2006-02-15 09:45:25.000000
357,Naju,86,2006-02-15 09:45:25.000000
358,Nakhon Sawan,94,2006-02-15 09:45:25.000000
359,Nam Dinh,105,2006-02-15 09:45:25.000000
360,Namibe,4,2006-02-15 09:45:25.000000
361,Nantou,92,2006-02-15 09:45:25.000000
362,Nanyang,23,2006-02-15 09:45:25.000000
363,NDjamna,21,2006-02-15 09:45:25.000000
364,Newcastle,85,2006-02-15 09:45:25.000000
365,Nezahualcyotl,60,2006-02-15 09:45:25.000000
366,Nha Trang,105,2006-02-15 09:45:25.000000
367,Niznekamsk,80,2006-02-15 09:45:25.000000
368,Novi Sad,108,2006-02-15 09:45:25.000000
369,Novoterkassk,80,2006-02-15 09:45:25.000000
370,Nukualofa,95,2006-02-15 09:45:25.000000
371,Nuuk,40,2006-02-15 09:45:25.000000
372,Nyeri,52,2006-02-15 09:45:25.000000
373,Ocumare del Tuy,104,2006-02-15 09:45:25.000000
374,Ogbomosho,69,2006-02-15 09:45:25.000000
375,Okara,72,2006-02-15 09:45:25.000000
376,Okayama,50,2006-02-15 09:45:25.000000
377,Okinawa,50,2006-02-15 09:45:25.000000
378,Olomouc,26,2006-02-15 09:45:25.000000
379,Omdurman,89,2006-02-15 09:45:25.000000
380,Omiya,50,2006-02-15 09:45:25.000000
381,Ondo,69,2006-02-15 09:45:25.000000
382,Onomichi,50,2006-02-15 09:45:25.000000
383,Oshawa,20,2006-02-15 09:45:25.000000
384,Osmaniye,97,2006-02-15 09:45:25.000000
385,ostka,100,2006-02-15 09:45:25.000000
386,Otsu,50,2006-02-15 09:45:25.000000
387,Oulu,33,2006-02-15 09:45:25.000000
388,Ourense (Orense),87,2006-02-15 09:45:25.000000
389,Owo,69,2006-02-15 09:45:25.000000
390,Oyo,69,2006-02-15 09:45:25.000000
391,Ozamis,75,2006-02-15 09:45:25.000000
392,Paarl,85,2006-02-15 09:45:25.000000
393,Pachuca de Soto,60,2006-02-15 09:45:25.000000
394,Pak Kret,94,2006-02-15 09:45:25.000000
395,Palghat (Palakkad),44,2006-02-15 09:45:25.000000
396,Pangkal Pinang,45,2006-02-15 09:45:25.000000
397,Papeete,36,2006-02-15 09:45:25.000000
398,Parbhani,44,2006-02-15 09:45:25.000000
399,Pathankot,44,2006-02-15 09:45:25.000000
400,Patiala,44,2006-02-15 09:45:25.000000
401,Patras,39,2006-02-15 09:45:25.000000
402,Pavlodar,51,2006-02-15 09:45:25.000000
403,Pemalang,45,2006-02-15 09:45:25.000000
404,Peoria,103,2006-02-15 09:45:25.000000
405,Pereira,24,2006-02-15 09:45:25.000000
406,Phnom Penh,18,2006-02-15 09:45:25.000000
407,Pingxiang,23,2006-02-15 09:45:25.000000
408,Pjatigorsk,80,2006-02-15 09:45:25.000000
409,Plock,76,2006-02-15 09:45:25.000000
410,Po,15,2006-02-15 09:45:25.000000
411,Ponce,77,2006-02-15 09:45:25.000000
412,Pontianak,45,2006-02-15 09:45:25.000000
413,Poos de Caldas,15,2006-02-15 09:45:25.000000
414,Portoviejo,28,2006-02-15 09:45:25.000000
415,Probolinggo,45,2006-02-15 09:45:25.000000
416,Pudukkottai,44,2006-02-15 09:45:25.000000
417,Pune,44,2006-02-15 09:45:25.000000
418,Purnea (Purnia),44,2006-02-15 09:45:25.000000
419,Purwakarta,45,2006-02-15 09:45:25.000000
420,Pyongyang,70,2006-02-15 09:45:25.000000
421,Qalyub,29,2006-02-15 09:45:25.000000
422,Qinhuangdao,23,2006-02-15 09:45:25.000000
423,Qomsheh,46,2006-02-15 09:45:25.000000
424,Quilmes,6,2006-02-15 09:45:25.000000
425,Rae Bareli,44,2006-02-15 09:45:25.000000
426,Rajkot,44,2006-02-15 09:45:25.000000
427,Rampur,44,2006-02-15 09:45:25.000000
428,Rancagua,22,2006-02-15 09:45:25.000000
429,Ranchi,44,2006-02-15 09:45:25.000000
430,Richmond Hill,20,2006-02-15 09:45:25.000000
431,Rio Claro,15,2006-02-15 09:45:25.000000
432,Rizhao,23,2006-02-15 09:45:25.000000
433,Roanoke,103,2006-02-15 09:45:25.000000
434,Robamba,28,2006-02-15 09:45:25.000000
435,Rockford,103,2006-02-15 09:45:25.000000
436,Ruse,17,2006-02-15 09:45:25.000000
437,Rustenburg,85,2006-02-15 09:45:25.000000
438,s-Hertogenbosch,67,2006-02-15 09:45:25.000000
439,Saarbrcken,38,2006-02-15 09:45:25.000000
440,Sagamihara,50,2006-02-15 09:45:25.000000
441,Saint Louis,103,2006-02-15 09:45:25.000000
442,Saint-Denis,79,2006-02-15 09:45:25.000000
443,Sal,62,2006-02-15 09:45:25.000000
444,Salala,71,2006-02-15 09:45:25.000000
445,Salamanca,60,2006-02-15 09:45:25.000000
446,Salinas,103,2006-02-15 09:45:25.000000
447,Salzburg,9,2006-02-15 09:45:25.000000
448,Sambhal,44,2006-02-15 09:45:25.000000
449,San Bernardino,103,2006-02-15 09:45:25.000000
450,San Felipe de Puerto Plata,27,2006-02-15 09:45:25.000000
451,San Felipe del Progreso,60,2006-02-15 09:45:25.000000
452,San Juan Bautista Tuxtepec,60,2006-02-15 09:45:25.000000
453,San Lorenzo,73,2006-02-15 09:45:25.000000
454,San Miguel de Tucumn,6,2006-02-15 09:45:25.000000
455,Sanaa,107,2006-02-15 09:45:25.000000
456,Santa Brbara dOeste,15,2006-02-15 09:45:25.000000
457,Santa F,6,2006-02-15 09:45:25.000000
458,Santa Rosa,75,2006-02-15 09:45:25.000000
459,Santiago de Compostela,87,2006-02-15 09:45:25.000000
460,Santiago de los Caballeros,27,2006-02-15 09:45:25.000000
461,Santo Andr,15,2006-02-15 09:45:25.000000
462,Sanya,23,2006-02-15 09:45:25.000000
463,Sasebo,50,2006-02-15 09:45:25.000000
464,Satna,44,2006-02-15 09:45:25.000000
465,Sawhaj,29,2006-02-15 09:45:25.000000
466,Serpuhov,80,2006-02-15 09:45:25.000000
467,Shahr-e Kord,46,2006-02-15 09:45:25.000000
468,Shanwei,23,2006-02-15 09:45:25.000000
469,Shaoguan,23,2006-02-15 09:45:25.000000
470,Sharja,101,2006-02-15 09:45:25.000000
471,Shenzhen,23,2006-02-15 09:45:25.000000
472,Shikarpur,72,2006-02-15 09:45:25.000000
473,Shimoga,44,2006-02-15 09:45:25.000000
474,Shimonoseki,50,2006-02-15 09:45:25.000000
475,Shivapuri,44,2006-02-15 09:45:25.000000
476,Shubra al-Khayma,29,2006-02-15 09:45:25.000000
477,Siegen,38,2006-02-15 09:45:25.000000
478,Siliguri (Shiliguri),44,2006-02-15 09:45:25.000000
479,Simferopol,100,2006-02-15 09:45:25.000000
480,Sincelejo,24,2006-02-15 09:45:25.000000
481,Sirjan,46,2006-02-15 09:45:25.000000
482,Sivas,97,2006-02-15 09:45:25.000000
483,Skikda,2,2006-02-15 09:45:25.000000
484,Smolensk,80,2006-02-15 09:45:25.000000
485,So Bernardo do Campo,15,2006-02-15 09:45:25.000000
486,So Leopoldo,15,2006-02-15 09:45:25.000000
487,Sogamoso,24,2006-02-15 09:45:25.000000
488,Sokoto,69,2006-02-15 09:45:25.000000
489,Songkhla,94,2006-02-15 09:45:25.000000
490,Sorocaba,15,2006-02-15 09:45:25.000000
491,Soshanguve,85,2006-02-15 09:45:25.000000
492,Sousse,96,2006-02-15 09:45:25.000000
493,South Hill,5,2006-02-15 09:45:25.000000
494,Southampton,102,2006-02-15 09:45:25.000000
495,Southend-on-Sea,102,2006-02-15 09:45:25.000000
496,Southport,102,2006-02-15 09:45:25.000000
497,Springs,85,2006-02-15 09:45:25.000000
498,Stara Zagora,17,2006-02-15 09:45:25.000000
499,Sterling Heights,103,2006-02-15 09:45:25.000000
500,Stockport,102,2006-02-15 09:45:25.000000
501,Sucre,14,2006-02-15 09:45:25.000000
502,Suihua,23,2006-02-15 09:45:25.000000
503,Sullana,74,2006-02-15 09:45:25.000000
504,Sultanbeyli,97,2006-02-15 09:45:25.000000
505,Sumqayit,10,2006-02-15 09:45:25.000000
506,Sumy,100,2006-02-15 09:45:25.000000
507,Sungai Petani,59,2006-02-15 09:45:25.000000
508,Sunnyvale,103,2006-02-15 09:45:25.000000
509,Surakarta,45,2006-02-15 09:45:25.000000
510,Syktyvkar,80,2006-02-15 09:45:25.000000
511,Syrakusa,49,2006-02-15 09:45:25.000000
512,Szkesfehrvr,43,2006-02-15 09:45:25.000000
513,Tabora,93,2006-02-15 09:45:25.000000
514,Tabriz,46,2006-02-15 09:45:25.000000
515,Tabuk,82,2006-02-15 09:45:25.000000
516,Tafuna,3,2006-02-15 09:45:25.000000
517,Taguig,75,2006-02-15 09:45:25.000000
518,Taizz,107,2006-02-15 09:45:25.000000
519,Talavera,75,2006-02-15 09:45:25.000000
520,Tallahassee,103,2006-02-15 09:45:25.000000
521,Tama,50,2006-02-15 09:45:25.000000
522,Tambaram,44,2006-02-15 09:45:25.000000
523,Tanauan,75,2006-02-15 09:45:25.000000
524,Tandil,6,2006-02-15 09:45:25.000000
525,Tangail,12,2006-02-15 09:45:25.000000
526,Tanshui,92,2006-02-15 09:45:25.000000
527,Tanza,75,2006-02-15 09:45:25.000000
528,Tarlac,75,2006-02-15 09:45:25.000000
