125,Albert,Nolte,2013-05-26 14:47:57.620000
126,Frances,Tomei,2013-05-26 14:47:57.620000
127,Kevin,Garland,2013-05-26 14:47:57.620000
128,Cate,Mcqueen,2013-05-26 14:47:57.620000
129,Daryl,Crawford,2013-05-26 14:47:57.620000
130,Greta,Keitel,2013-05-26 14:47:57.620000
131,Jane,Jackman,2013-05-26 14:47:57.620000
132,Adam,Hopper,2013-05-26 14:47:57.620000
133,Richard,Penn,2013-05-26 14:47:57.620000
134,Gene,Hopkins,2013-05-26 14:47:57.620000
135,Rita,Reynolds,2013-05-26 14:47:57.620000
136,Ed,Mansfield,2013-05-26 14:47:57.620000
137,Morgan,Williams,2013-05-26 14:47:57.620000
138,Lucille,Dee,2013-05-26 14:47:57.620000
139,Ewan,Gooding,2013-05-26 14:47:57.620000
140,Whoopi,Hurt,2013-05-26 14:47:57.620000
141,Cate,Harris,2013-05-26 14:47:57.620000
142,Jada,Ryder,2013-05-26 14:47:57.620000
144,Angela,Witherspoon,2013-05-26 14:47:57.620000
145,Kim,Allen,2013-05-26 14:47:57.620000
146,Albert,Johansson,2013-05-26 14:47:57.620000
147,Fay,Winslet,2013-05-26 14:47:57.620000
148,Emily,Dee,2013-05-26 14:47:57.620000
149,Russell,Temple,2013-05-26 14:47:57.620000
150,Jayne,Nolte,2013-05-26 14:47:57.620000
151,Geoffrey,Heston,2013-05-26 14:47:57.620000
152,Ben,Harris,2013-05-26 14:47:57.620000
153,Minnie,Kilmer,2013-05-26 14:47:57.620000
154,Meryl,Gibson,2013-05-26 14:47:57.620000
155,Ian,Tandy,2013-05-26 14:47:57.620000
156,Fay,Wood,2013-05-26 14:47:57.620000
157,Greta,Malden,2013-05-26 14:47:57.620000
158,Vivien,Basinger,2013-05-26 14:47:57.620000
159,Laura,Brody,2013-05-26 14:47:57.620000
160,Chris,Depp,2013-05-26 14:47:57.620000
161,Harvey,Hope,2013-05-26 14:47:57.620000
162,Oprah,Kilmer,2013-05-26 14:47:57.620000
163,Christopher,West,2013-05-26 14:47:57.620000
164,Humphrey,Willis,2013-05-26 14:47:57.620000
165,Al,Garland,2013-05-26 14:47:57.620000
166,Nick,Degeneres,2013-05-26 14:47:57.620000
167,Laurence,Bullock,2013-05-26 14:47:57.620000
168,Will,Wilson,2013-05-26 14:47:57.620000
169,Kenneth,Hoffman,2013-05-26 14:47:57.620000
170,Mena,Hopper,2013-05-26 14:47:57.620000
171,Olympia,Pfeiffer,2013-05-26 14:47:57.620000
172,Groucho,Williams,2013-05-26 14:47:57.620000
173,Alan,Dreyfuss,2013-05-26 14:47:57.620000
174,Michael,Bening,2013-05-26 14:47:57.620000
175,William,Hackman,2013-05-26 14:47:57.620000
176,Jon,Chase,2013-05-26 14:47:57.620000
177,Gene,Mckellen,2013-05-26 14:47:57.620000
178,Lisa,Monroe,2013-05-26 14:47:57.620000
179,Ed,Guiness,2013-05-26 14:47:57.620000
180,Jeff,Silverstone,2013-05-26 14:47:57.620000
181,Matthew,Carrey,2013-05-26 14:47:57.620000
182,Debbie,Akroyd,2013-05-26 14:47:57.620000
183,Russell,Close,2013-05-26 14:47:57.620000
184,Humphrey,Garland,2013-05-26 14:47:57.620000
185,Michael,Bolger,2013-05-26 14:47:57.620000
186,Julia,Zellweger,2013-05-26 14:47:57.620000
187,Renee,Ball,2013-05-26 14:47:57.620000
188,Rock,Dukakis,2013-05-26 14:47:57.620000
189,Cuba,Birch,2013-05-26 14:47:57.620000
190,Audrey,Bailey,2013-05-26 14:47:57.620000
191,Gregory,Gooding,2013-05-26 14:47:57.620000
192,John,Suvari,2013-05-26 14:47:57.620000
193,Burt,Temple,2013-05-26 14:47:57.620000
194,Meryl,Allen,2013-05-26 14:47:57.620000
195,Jayne,Silverstone,2013-05-26 14:47:57.620000
196,Bela,Walken,2013-05-26 14:47:57.620000
197,Reese,West,2013-05-26 14:47:57.620000
198,Mary,Keitel,2013-05-26 14:47:57.620000
199,Julia,Fawcett,2013-05-26 14:47:57.620000
200,Thora,Temple,2013-05-26 14:47:57.620000
